公司标识,车牌号,行政区编号,定位时间,纬度,经度,瞬时速度,方向角,海拔高度,行驶里程,坐标加密标识,预警状态,车辆状态,运营状态,订单编号,来源,时间差,纬度差,经度差,时间段
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 09:52:52,"31.013531","121.315281","4","187","5",,"1","0","1","1","2304240030211254616",NETCAR_VEHICLEPOSITION_0424.txt:7989957,"20","-0.001408","-0.000157",2023-04-24 09:50
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 09:55:45,"31.013769","121.315401","0","7","5",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:7999900,"173","0.000238","0.00012",2023-04-24 09:55
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 09:58:21,"31.016936","121.315736","0","190","5",,"1","0","1","2","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8031189,"156","0.003168","0.000335",2023-04-24 09:55
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 09:58:42,"31.016758","121.315706","0","190","5",,"1","0","1","2","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8042163,"21","-0.000178","-3.0e-05",2023-04-24 09:55
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:01:11,"31.013138","121.315175","0","187","5",,"1","0","1","2","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8072996,"149","-0.00362","-0.000532",2023-04-24 10:00
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:01:16,"31.013138","121.315175","0","26","40",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8075164,"5","0.0","0.0",2023-04-24 10:00
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:01:52,"31.010948","121.314892","11","187","5",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8092979,"36","-0.00219","-0.000282",2023-04-24 10:00
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:02:32,"31.01024","121.314798","0","187","5",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8089604,"40","-0.000708","-9.5e-05",2023-04-24 10:00
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:02:52,"31.01024","121.314798","0","187","5",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8098462,"20","0.0","0.0",2023-04-24 10:00
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:03:17,"31.007665","121.314529","15","177","4",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8105977,"25","-0.002575","-0.000269",2023-04-24 10:00
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:03:37,"31.004537","121.313817","21","213","5",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8114906,"20","-0.003128","-0.000711",2023-04-24 10:00
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:04:47,"30.998129","121.307971","5","251","3",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8123896,"70","-0.006408","-0.005846",2023-04-24 10:00
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:05:12,"30.997982","121.303936","10","270","7",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8131892,"25","-0.000147","-0.004036",2023-04-24 10:05
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:06:57,"30.997987","121.3006","2","271","5",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8156633,"105","5.0e-06","-0.003335",2023-04-24 10:05
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:07:27,"30.997965","121.300487","0","271","5",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8163094,"30","-2.2e-05","-0.000114",2023-04-24 10:05
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:07:52,"30.996528","121.300498","8","178","5",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8184554,"25","-0.001437","1.1e-05",2023-04-24 10:05
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:08:12,"30.994884","121.300579","11","178","5",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8202404,"20","-0.001644","8.1e-05",2023-04-24 10:05
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:08:32,"30.993724","121.300437","4","272","6",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8196262,"20","-0.00116","-0.000142",2023-04-24 10:05
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:09:12,"30.994382","121.298133","10","298","2",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8230416,"40","0.000658","-0.002305",2023-04-24 10:05
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:10:42,"31.009698","121.301929","28","359","10",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8250756,"90","0.015316","0.003796",2023-04-24 10:10
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:11:02,"31.014306","121.301759","22","359","9",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8239043,"20","0.004609","-0.00017",2023-04-24 10:10
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:11:47,"31.02299","121.302048","19","3","8",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8262630,"45","0.008683","0.000289",2023-04-24 10:10
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:12:13,"31.027897","121.302248","25","3","8",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8260656,"26","0.004907","0.0002",2023-04-24 10:10
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:12:53,"31.037032","121.302775","22","4","17",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8280720,"40","0.009136","0.000527",2023-04-24 10:10
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:13:38,"31.046218","121.302754","18","349","25",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8282832,"45","0.009186","-2.1e-05",2023-04-24 10:10
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:14:18,"31.053437","121.300689","25","353","13",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8294276,"40","0.007219","-0.002066",2023-04-24 10:10
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:14:43,"31.05889","121.29987","25","352","13",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8302131,"25","0.005452","-0.000819",2023-04-24 10:10
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:16:08,"31.078447","121.295791","24","357","2",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8324792,"85","0.019557","-0.004079",2023-04-24 10:15
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:16:32,"31.083676","121.29536","23","357","6",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8340532,"24","0.005229","-0.000431",2023-04-24 10:15
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:16:52,"31.087772","121.295045","23","357","5",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8350647,"20","0.004096","-0.000315",2023-04-24 10:15
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:17:12,"31.092312","121.294694","25","357","5",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8352170,"20","0.00454","-0.000352",2023-04-24 10:15
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:17:37,"31.097942","121.294274","26","358","8",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8366344,"25","0.00563","-0.00042",2023-04-24 10:15
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:18:02,"31.10398","121.294625","27","9","6",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8380137,"25","0.006038","0.000351",2023-04-24 10:15
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:18:22,"31.108499","121.295891","23","17","4",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8366576,"20","0.004519","0.001266",2023-04-24 10:15
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:18:47,"31.113732","121.29763","24","14","3",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8382686,"25","0.005233","0.001739",2023-04-24 10:15
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:19:47,"31.125432","121.299408","24","7","7",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8412276,"60","0.0117","0.001778",2023-04-24 10:15
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:20:07,"31.129598","121.299933","20","6","8",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8408415,"20","0.004166","0.000525",2023-04-24 10:20
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:20:27,"31.133429","121.3004","18","5","2",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8418888,"20","0.003831","0.000468",2023-04-24 10:20
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:20:47,"31.136967","121.300028","16","346","5",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8418226,"20","0.003538","-0.000373",2023-04-24 10:20
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:21:53,"31.142029","121.296754","15","323","2",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8434120,"66","0.005062","-0.003274",2023-04-24 10:20
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:24:23,"31.156725","121.294134","20","76","6",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8463577,"150","0.014695","-0.002619",2023-04-24 10:20
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:25:43,"31.160968","121.308888","0","72","1",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8501288,"80","0.004244","0.014753",2023-04-24 10:25
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:27:28,"31.161932","121.311056","2","69","6",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8515843,"105","0.000964","0.002168",2023-04-24 10:25
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:27:48,"31.162477","121.312773","13","69","7",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8518790,"20","0.000546","0.001717",2023-04-24 10:25
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:28:32,"31.163602","121.318261","17","103","20",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8523126,"44","0.001124","0.005488",2023-04-24 10:25
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:28:52,"31.164741","121.320762","17","336","36",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8526723,"20","0.00114","0.002501",2023-04-24 10:25
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:29:12,"31.167946","121.318481","20","332","21",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8534848,"20","0.003205","-0.002281",2023-04-24 10:25
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:29:32,"31.171121","121.316471","21","333","26",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8539626,"20","0.003175","-0.00201",2023-04-24 10:25
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:29:52,"31.174417","121.314503","21","333","26",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8541199,"20","0.003296","-0.001968",2023-04-24 10:25
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:31:47,"31.188753","121.31425","13","75","29",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8574650,"115","0.014336","-0.000254",2023-04-24 10:30
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:32:07,"31.189301","121.317101","10","85","33",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8573049,"20","0.000547","0.002852",2023-04-24 10:30
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:32:27,"31.189367","121.317872","0","85","32",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8579365,"20","6.7e-05","0.00077",2023-04-24 10:30
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:32:47,"31.189396","121.318148","1","81","34",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8591144,"20","2.8e-05","0.000276",2023-04-24 10:30
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:33:12,"31.189673","121.318624","2","33","31",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8605705,"25","0.000277","0.000476",2023-04-24 10:30
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:34:13,"31.190753","121.318771","1","357","27",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8612340,"61","0.00108","0.000148",2023-04-24 10:30
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:35:22,"31.191714","121.318707","1","358","25",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8632834,"69","0.000961","-6.5e-05",2023-04-24 10:35
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:35:42,"31.192076","121.318686","2","358","24",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8643921,"20","0.000362","-2.1e-05",2023-04-24 10:35
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:36:47,"31.193062","121.318626","1","358","24",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8654385,"65","0.000987","-6.0e-05",2023-04-24 10:35
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:37:07,"31.193409","121.318609","0","358","25",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8666967,"20","0.000347","-1.7e-05",2023-04-24 10:35
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:37:32,"31.193725","121.31859","0","358","25",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8680385,"25","0.000316","-1.9e-05",2023-04-24 10:35
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:37:52,"31.19406","121.318577","0","359","25",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8694521,"20","0.000335","-1.3e-05",2023-04-24 10:35
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:38:52,"31.194972","121.318456","2","333","28",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8692436,"60","0.000912","-0.000121",2023-04-24 10:35
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:39:32,"31.194995","121.316972","2","268","21",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8714536,"40","2.4e-05","-0.001484",2023-04-24 10:35
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:39:52,"31.194987","121.316469","2","279","22",,"1","0","1","1","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8711343,"20","-8.0e-06","-0.000503",2023-04-24 10:35
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:40:12,"31.195026","121.316384","0","50","20",,"1","0","1","3","2304242541211480911",NETCAR_VEHICLEPOSITION_0424.txt:8720798,"20","3.9e-05","-8.5e-05",2023-04-24 10:40
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:40:18,"31.195027","121.316378","0","283","21",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:8726954,"6","1.0e-06","-6.0e-06",2023-04-24 10:40
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:40:47,"31.195037","121.316359","0","283","22",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:8737590,"29","1.0e-05","-1.9e-05",2023-04-24 10:40
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:41:07,"31.195035","121.316185","0","270","22",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:8746390,"20","-3.0e-06","-0.000175",2023-04-24 10:40
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:41:27,"31.194984","121.315905","6","266","23",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:8752371,"20","-5.0e-05","-0.000279",2023-04-24 10:40
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:41:49,"31.19461","121.314368","5","197","22",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:8761992,"22","-0.000374","-0.001538",2023-04-24 10:40
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:42:09,"31.192721","121.314481","10","177","22",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:8773093,"20","-0.001889","0.000113",2023-04-24 10:40
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:42:53,"31.189492","121.315264","7","86","13",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:8781775,"44","-0.003229","0.000784",2023-04-24 10:40
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:43:13,"31.190546","121.315545","6","344","10",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:8789115,"20","0.001054","0.00028",2023-04-24 10:40
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:43:34,"31.191582","121.314927","3","298","10",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:8796532,"21","0.001036","-0.000618",2023-04-24 10:40
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:43:54,"31.191794","121.314471","1","303","6",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:8804285,"20","0.000213","-0.000456",2023-04-24 10:40
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:44:19,"31.192515","121.314258","2","356","6",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:8814583,"25","0.00072","-0.000213",2023-04-24 10:40
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:44:39,"31.193813","121.314014","10","358","8",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:8820160,"20","0.001299","-0.000245",2023-04-24 10:40
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:45:09,"31.196633","121.313939","0","152","0",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:8826187,"30","0.00282","-7.5e-05",2023-04-24 10:45
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:45:53,"31.199764","121.313926","6","7","12",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:8838013,"44","0.00313","-1.2e-05",2023-04-24 10:45
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:46:13,"31.201735","121.313851","11","358","9",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:8846398,"20","0.001971","-7.5e-05",2023-04-24 10:45
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:47:01,"31.202491","121.312262","0","265","4",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:8866349,"48","0.000757","-0.00159",2023-04-24 10:45
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:47:21,"31.202491","121.312262","0","265","4",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:8875642,"20","0.0","0.0",2023-04-24 10:45
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:47:56,"31.20249","121.312251","0","265","0",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:8885100,"35","-1.0e-06","-1.1e-05",2023-04-24 10:45
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:48:18,"31.202552","121.311722","8","271","0",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:8890049,"22","6.2e-05","-0.000529",2023-04-24 10:45
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:49:03,"31.20463","121.309095","11","356","8",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:8907344,"45","0.002078","-0.002628",2023-04-24 10:45
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:50:29,"31.208481","121.308745","2","356","11",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:8945618,"86","0.003851","-0.00035",2023-04-24 10:50
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:51:18,"31.208488","121.308743","0","356","12",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:8943755,"49","7.0e-06","-2.0e-06",2023-04-24 10:50
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:52:04,"31.211907","121.308409","11","352","13",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:8956414,"46","0.003419","-0.000334",2023-04-24 10:50
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:52:24,"31.214243","121.307923","13","351","14",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:8967167,"20","0.002337","-0.000486",2023-04-24 10:50
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:52:47,"31.21582","121.307623","0","351","5",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:8978819,"23","0.001577","-0.000301",2023-04-24 10:50
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:53:07,"31.21645","121.307509","0","351","5",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:8987071,"20","0.00063","-0.000114",2023-04-24 10:50
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:53:38,"31.216461","121.307505","0","351","6",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:8992287,"31","1.1e-05","-4.0e-06",2023-04-24 10:50
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:54:13,"31.216465","121.307504","0","351","6",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:9004074,"35","4.0e-06","-1.0e-06",2023-04-24 10:50
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:54:33,"31.216465","121.307504","0","351","6",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:9038063,"20","0.0","0.0",2023-04-24 10:50
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:55:23,"31.216703","121.307066","7","256","6",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:9041261,"50","0.000238","-0.000438",2023-04-24 10:55
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:56:07,"31.214989","121.303653","8","232","7",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:9049382,"44","-0.001713","-0.003413",2023-04-24 10:55
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:56:32,"31.214578","121.303094","0","229","0",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:9063485,"25","-0.000412","-0.000559",2023-04-24 10:55
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:57:44,"31.214585","121.303069","0","228","0",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:9083825,"72","7.0e-06","-2.5e-05",2023-04-24 10:55
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:58:24,"31.216049","121.306063","10","66","0",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:9088526,"40","0.001464","0.002994",2023-04-24 10:55
3100SMLYMM4J,000BA4D4FF6B202DEE08318485CE6E4C,"310000",2023-04-24 10:58:50,"31.216759","121.307842","9","64","1",,"1","0","1","3","0",NETCAR_VEHICLEPOSITION_0424.txt:9103365,"26","0.000711","0.001779",2023-04-24 10:55
